Região,Mês,Alimentação,Habitação,Residência,Vestuário,Transportes,Saúde,Despesas Pessoais,Educação,Comunicação,Alimentação (Peso),Habitação (Peso),Residência (Peso),Vestuário (Peso),Transportes (Peso),Saúde (Peso),Despesas Pessoais (Peso),Educação (Peso),Comunicação (Peso)
Recife (PE),março 2019,"1,28","0,73","0,3","-0,59","2,04","0,62","0,08","0,07","-0,12","27,2917","14,4801","4,64","7,0747","14,9868","13,5291","9,8332","4,9134","3,251"
Recife (PE),abril 2019,"0,49","0,62","-0,46","-0,67","1,1","1,68","0,28","0,11","0,11","27,4158","14,4662","4,6159","6,9754","15,1675","13,5014","9,7609","4,8764","3,2205"
Recife (PE),maio 2019,"-0,49","1,57","0,42","0,37","1,27","0,29","-0,29","-0,06","-0,15","27,3895","14,4713","4,5679","6,888","15,2453","13,6478","9,7316","4,8533","3,2053"
Recife (PE),junho 2019,"-0,04","-1,1","-0,69","0,25","0,01","0,88","-0,1","-0,01","-0,23","27,1641","14,6491","4,5717","6,8905","15,3875","13,6417","9,6716","4,8341","3,1897"
Recife (PE),julho 2019,"0,3","1,37","0,14","-0,22","-0,62","-0,26","0,46","0,08","0,05","27,1761","14,5003","4,5436","6,9134","15,4016","13,7731","9,6694","4,8375","3,1851"
Recife (PE),agosto 2019,"-0,05","0,62","0,07","0,66","-0,74","-0,32","0,35","0,25","-0,24","27,2052","14,6707","4,5414","6,8854","15,2774","13,7116","9,6958","4,832","3,1805"
Recife (PE),setembro 2019,"-0,93","0,23","-0,55","0,35","0,07","0,77","0,14","-0,06","0,02","27,1901","14,7602","4,5444","6,9303","15,1635","13,6663","9,7289","4,8437","3,1726"
Recife (PE),outubro 2019,"-0,73","0,33","0,06","-0,19","0,24","0,36","-0,06","0,17","-0,02","26,9617","14,8073","4,5236","6,961","15,1882","13,7849","9,7518","4,8452","3,1762"
Recife (PE),novembro 2019,"-0,08","0,16","-0,4","0,59","-0,05","0,17","1,05","-0,07","-0,02","26,7838","14,8663","4,5296","6,9527","15,2356","13,8449","9,7526","4,8567","3,1779"
Recife (PE),dezembro 2019,"3,33","-1,4","-0,38","0,23","0,73","0,48","0,71","0,3","0,55","26,7251","14,869","4,505","6,9843","15,2069","13,8495","9,8413","4,8464","3,1726"
Salvador (BA),janeiro 2012,"0,72","0,84","-0,12","-0,17","0,01","0,03","0,44","0,14","0,2","25,2885","14,1834","5,0263","7,4612","21,1586","10,1254","8,0172","4,0359","4,7035"
Salvador (BA),fevereiro 2012,"0,41","0,46","0,55","-0,87","-0,55","1,01","1,02","4,88","-0,23","25,3855","14,2546","5,0035","7,423","21,0893","10,0945","8,025","4,0278","4,6968"
Salvador (BA),março 2012,"-0,34","0,77","-0,53","0,13","0,57","0,6","1,24","0,5","-0,13","25,3905","14,2653","5,0119","7,33","20,8939","10,1569","8,0755","4,2082","4,6679"
Salvador (BA),abril 2012,"0,68","0,08","-1,14","-0,22","0,35","0,98","0,73","0,24","0,55","25,2273","14,3324","4,9706","7,3172","20,9499","10,187","8,1513","4,2165","4,6478"
Salvador (BA),maio 2012,"1,43","2,69","-0,22","-0,84","-0,11","0,69","0,56","-0,11","-0,89","25,304","14,2896","4,8952","7,2735","20,9432","10,2484","8,1796","4,2108","4,6556"
Salvador (BA),junho 2012,"0,84","0,18","-0,04","0,65","-0,88","0,56","0,29","-0,01","-0,14","25,4811","14,5694","4,8494","7,1608","20,7702","10,2454","8,1663","4,1761","4,5812"
Salvador (BA),julho 2012,"1,45","-0,07","0,77","0,08","0,18","0,18","1,02","0,09","0,21","25,6501","14,5696","4,8389","7,1948","20,5514","10,2847","8,1756","4,1681","4,5669"
Salvador (BA),agosto 2012,"0,62","0,49","-0,38","0,24","-0,22","0,64","0,54","0,64","-0,09","25,8773","14,4789","4,8491","7,1609","20,4746","10,2461","8,2133","4,1488","4,5512"
Salvador (BA),setembro 2012,"1,44","0,6","1,68","1,46","-0,16","-0,38","-0,34","0,08","0,31","25,9551","14,5031","4,8153","7,1554","20,3654","10,2793","8,2314","4,1623","4,5326"
Salvador (BA),outubro 2012,"0,99","0,57","0,31","1,23","1,48","0,23","0,94","-0,03","0,63","26,1809","14,5081","4,8689","7,2193","20,219","10,1831","8,1571","4,1425","4,5211"
Salvador (BA),novembro 2012,"1,28","0,24","0,95","0,74","1,12","0,26","-1,03",0,"0,4","26,2114","14,4644","4,842","7,2448","20,3403","10,1185","8,1628","4,1054","4,5104"
Salvador (BA),dezembro 2012,"1,43","0,5","-1,6","1,54","0,58","0,26","1,36","0,2","0,32","26,3724","14,404","4,8562","7,2506","20,4344","10,0787","8,0262","4,0786","4,499"
Salvador (BA),janeiro 2013,"2,63","-0,84","-0,93","0,19","0,91","0,56","0,65","0,27","0,06","26,5483","14,3665","4,7427","7,3071","20,3971","10,029","8,0739","4,0559","4,4795"
Salvador (BA),fevereiro 2013,"1,97","-2,97","0,75","1,05","0,49","0,54","0,4","6,19","0,28","27,015","14,125","4,6587","7,2587","20,4082","9,9999","8,0578","4,0327","4,444"
Salvador (BA),março 2013,"1,04","0,87","1,14","0,15","-0,49","0,29","1,02","0,73","0,02","27,3632","13,6144","4,6622","7,2858","20,371","9,9869","8,036","4,2537","4,4268"
Salvador (BA),abril 2013,"1,64","0,38","0,28","-0,61","-1,13",1,"0,97","0,01","-0,18","27,508","13,6633","4,6911","7,2592","20,1688","9,9651","8,0765","4,263","4,4051"
Salvador (BA),maio 2013,"0,67","-0,9","0,83","0,55","0,09","0,78","0,01","0,06","-0,07","27,8438","13,6584","4,6847","7,1848","19,8586","10,0236","8,1215","4,2459","4,3788"
Salvador (BA),junho 2013,"-0,38","2,2","0,81","0,52","0,24","0,53","-0,15","0,21","0,57","27,9631","13,503","4,7126","7,207","19,8291","10,0783","8,1031","4,2383","4,3655"
Salvador (BA),julho 2013,"-1,03","0,81","-0,38","-0,56","-0,25","0,2","0,28","0,05","0,99","27,7482","13,7471","4,7325","7,2163","19,7993","10,093","8,0596","4,2307","4,3733"
Salvador (BA),agosto 2013,"-0,06","-0,25","0,39","0,84","-0,26","0,5","0,21","1,85","0,3","27,5147","13,886","4,7235","7,19","19,7893","10,1329","8,0976","4,2409","4,4251"
Salvador (BA),setembro 2013,"-0,73","0,43","-0,19","1,42","0,14","0,43","0,06","0,11","-0,04","27,461","13,8327","4,7353","7,2403","19,7111","10,1699","8,1038","4,3136","4,4322"
Salvador (BA),outubro 2013,"0,75","0,45","0,88","1,33","-1,65","0,27","0,35","0,09","0,05","27,2528","13,8879","4,7248","7,3404","19,7314","10,2105","8,1063","4,317","4,429"
Salvador (BA),novembro 2013,"0,43","0,16",1,"0,3","0,26","0,01","1,3",0,"0,39","27,419","13,931","4,7597","7,4273","19,3778","10,2229","8,1229","4,3146","4,4249"
Salvador (BA),dezembro 2013,"1,5","-0,28","0,3","0,74","3,96","0,26","1,01","0,09","0,5","27,4319","13,9","4,7887","7,4209","19,3541","10,1844","8,1967","4,2981","4,4252"
Salvador (BA),janeiro 2014,"1,31","1,05","1,04","0,05","0,32","0,62","0,32","0,2","-0,02","27,4742","13,6778","4,7394","7,377","19,8535","10,075","8,1699","4,2447","4,3885"
Salvador (BA),fevereiro 2014,"0,34","0,58","0,64","-0,29","-0,77","0,15","1,65","6,41","0,56","27,6359","13,7236","4,7545","7,3281","19,7751","10,0655","8,1376","4,2232","4,3566"
Salvador (BA),março 2014,"1,06","1,24","0,46","-1,25","0,55","0,73","1,47","1,14","-0,84","27,5989","13,7381","4,7621","7,2724","19,5299","10,0327","8,233","4,4727","4,3602"
Salvador (BA),abril 2014,"1,18","0,69","1,59","0,15","0,54","1,09","1,21",0,"-0,2","27,6948","13,8105","4,7503","7,131","19,4992","10,0348","8,2948","4,4917","4,293"
Salvador (BA),maio 2014,"-0,38","2,19","-0,05","1,01","-0,13","0,98","0,36","0,29","0,02","27,7953","13,794","4,7866","7,084","19,4464","10,0618","8,3271","4,4553","4,2496"
Salvador (BA),junho 2014,"-0,19","1,82","0,03","1,42","0,11","0,91","2,92","-0,11","0,07","27,5839","14,0419","4,7659","7,1281","19,3478","10,1219","8,3249","4,4512","4,2343"
Salvador (BA),julho 2014,"-0,12","-1,08","1,05","-0,47","-2,13","0,61","-1,03","-0,03","-0,1","27,3504","14,2044","4,7359","7,1819","19,2413","10,1473","8,5119","4,4172","4,2096"
Salvador (BA),agosto 2014,"0,13","0,32","1,77","1,1","-0,07","0,54","0,56","0,16","0,25","27,4858","14,1369","4,8152","7,1922","18,9475","10,272","8,476","4,4432","4,2314"
Salvador (BA),setembro 2014,"0,69","1,68","0,43","0,64","2,3","0,43","0,22",0,"-0,01","27,4261","14,1321","4,883","7,2457","18,867","10,2909","8,4939","4,4345","4,2269"
Salvador (BA),outubro 2014,"0,29","-0,52","1,05","-0,11","0,4","0,39","-1,42","0,09","-0,04","27,3442","14,2286","4,8558","7,2204","19,1115","10,2341","8,4293","4,3912","4,1849"
Salvador (BA),novembro 2014,"0,38","1,34","-0,56","-0,49","0,54","0,44","0,58","0,24","-0,01","27,4108","14,1473","4,9045","7,2092","19,1784","10,2693","8,3059","4,3932","4,1812"
Salvador (BA),dezembro 2014,"1,58","-0,25","0,31","0,86","0,34","0,45","0,6","0,22","0,1","27,396","14,2736","4,8557","7,1426","19,198","10,2696","8,3177","4,3843","4,1624"
Salvador (BA),janeiro 2015,"1,68","0,51","0,11","-0,59","0,85","0,55","1,57","0,22","0,5","27,6488","14,1469","4,8394","7,158","19,1389","10,2493","8,3134","4,3657","4,1398"
Salvador (BA),fevereiro 2015,"1,46","2,29","0,78","0,3","3,06","0,1","0,08","6,02","0,24","27,8681","14,0951","4,8023","7,0534","19,1338","10,2155","8,3705","4,3371","4,1242"
Salvador (BA),março 2015,"1,43","1,59","0,21","-0,57","0,52","0,91","0,59","1,71","-1,17","27,8132","14,1824","4,7604","6,9585","19,397","10,0586","8,2403","4,5231","4,0664"
Salvador (BA),abril 2015,"0,21","1,36","0,25","1,31","0,06","0,36","0,94","-0,02","0,54","27,9694","14,2841","4,7295","6,8593","19,3308","10,0632","8,2179","4,5612","3,9844"
Salvador (BA),maio 2015,"1,36","1,72","0,11","-0,56","-0,4","1,45","1,4","0,22","0,1","27,8893","14,4055","4,7176","6,9146","19,2464","10,0493","8,2538","4,5374","3,986"
Salvador (BA),junho 2015,"1,41","0,44","-0,27","0,72","1,11","1,28","1,85","0,14","0,79","28,0462","14,5384","4,6857","6,8222","19,0182","10,1156","8,3033","4,5117","3,9587"
Salvador (BA),julho 2015,1,"-0,5","0,97","-1,03","-0,5","1,18","0,78","0,05","0,74","28,1523","14,4541","4,6257","6,8016","19,033","10,1408","8,3709","4,472","3,9496"
Salvador (BA),agosto 2015,"-0,18","0,37","0,07","0,63","0,84","0,75","1,19","0,43","0,3","28,3473","14,3384","4,6565","6,7113","18,8801","10,2289","8,4101","4,4607","3,9666"
Salvador (BA),setembro 2015,"-0,24","1,05","0,96","-0,01","0,25","0,45","0,43","0,15","0,22","28,179","14,3319","4,6405","6,7258","18,961","10,2632","8,4754","4,4612","3,962"
Salvador (BA),outubro 2015,"0,4","1,52","0,16","1,06","0,73","0,48","-0,14","-0,05","0,42","28,0352","14,4427","4,6722","6,7068","18,9572","10,2814","8,4888","4,4558","3,9599"
Salvador (BA),novembro 2015,"2,81","0,08","-0,68","0,64","1,11","0,48","0,87","0,17","0,93","27,9795","14,5751","4,6519","6,7373","18,9809","10,2693","8,4261","4,4272","3,9528"
Salvador (BA),dezembro 2015,"1,59","0,61","0,11","1,87","0,88","0,26","0,96","0,07","-0,11","28,4276","14,4161","4,566","6,7011","18,9662","10,1977","8,3998","4,3827","3,9428"
Salvador (BA),janeiro 2016,"3,6","1,54","0,69","-0,38","1,25","0,86","1,02","0,34","0,12","28,6106","14,368","4,5284","6,7627","18,9544","10,1283","8,4013","4,3447","3,9016"
Salvador (BA),fevereiro 2016,"2,55","0,11","0,89","1,42","0,44","1,12","0,56","6,47","0,04","29,1501","14,3467","4,4839","6,6253","18,8731","10,046","8,3459","4,2874","3,8416"
Salvador (BA),março 2016,"0,53","-1,55","-0,51","-0,13","-0,54","0,9","0,36","0,45","-2,22","29,4759","14,1626","4,4606","6,6257","18,6919","10,0172","8,2753","4,5013","3,7894"
Salvador (BA),abril 2016,"1,02","0,16","-0,17","0,42","-0,55","2,15","0,42","0,44","2,87","29,6737","13,963","4,4443","6,6267","18,6165","10,1211","8,3165","4,5279","3,7103"
Salvador (BA),maio 2016,"0,34","1,78","0,9","0,88","0,86","1,86","0,4","0,17","-0,27","29,7903","13,8994","4,4093","6,6132","18,4006","10,2744","8,2999","4,5196","3,7933"
Salvador (BA),junho 2016,"0,57","1,81","0,7","-0,06","-1,54","0,97","0,78","-0,06","0,05","29,647","14,0301","4,4124","6,6168","18,4073","10,3793","8,2648","4,4902","3,7521"
Salvador (BA),julho 2016,"1,27","0,91","0,64","-0,63","1,37","0,82","1,23","-0,08","-0,05","29,7166","14,2376","4,4287","6,5911","18,0645","10,4456","8,3015","4,4727","3,7417"
Salvador (BA),agosto 2016,"-0,27","-0,5","0,74","0,97","0,09","0,83","0,12","0,41","0,17","29,8191","14,2349","4,4162","6,4896","18,1444","10,435","8,327","4,4283","3,7055"
Salvador (BA),setembro 2016,"0,14","1,27","0,05","-0,2","-1,74","0,53","0,43","0,32","0,46","29,715","14,1524","4,4451","6,5468","18,1464","10,5125","8,3302","4,4427","3,7089"
Salvador (BA),outubro 2016,"-0,3","0,71","0,32","1,09","2,29","0,17","-0,08","-0,23","-0,21","29,7522","14,3296","4,4464","6,5326","17,8271","10,5661","8,3645","4,456","3,7254"
Salvador (BA),novembro 2016,"-0,21","0,47","0,17","-0,6","-0,81","0,65","0,61","0,13","-0,1","29,515","14,3599","4,4384","6,5711","18,1453","10,5315","8,316","4,4235","3,6992"
Salvador (BA),dezembro 2016,"-0,04","-0,3","0,67","1,06","0,84","0,47","0,85","0,13","0,06","29,4687","14,4341","4,4482","6,5353","18,0082","10,6059","8,3707","4,4315","3,6975"
Salvador (BA),janeiro 2017,"1,56","0,2","-1,2","-0,72","0,91","0,23","0,73","0,41","0,32","29,3621","14,3439","4,4635","6,5832","18,1004","10,621","8,4151","4,4229","3,6879"
Salvador (BA),fevereiro 2017,"-0,9","0,1","1,1","0,3","2,18","0,3","-0,15","7,2","0,54","29,6226","14,278","4,381","6,4928","18,1438","10,5747","8,4203","4,4116","3,6752"
Salvador (BA),março 2017,0,"1,05","-0,83","-0,28","-0,58","0,41","0,31","0,18","-0,55","29,1907","14,2113","4,4043","6,4757","18,4344","10,5464","8,3606","4,7024","3,6742"
Salvador (BA),abril 2017,"0,23","-1,15","-0,42","-0,42","-0,82","0,72","-0,16","-0,08","0,29","29,1776","14,3543","4,3658","6,4545","18,3192","10,585","8,3826","4,7087","3,6524"
Salvador (BA),maio 2017,"-0,7","2,62","-0,28","0,88","-0,34","0,92","0,74","0,02","0,33","29,3105","14,2211","4,3571","6,4415","18,21","10,6851","8,3879","4,7154","3,6713"
Salvador (BA),junho 2017,"-0,12","1,38","-0,1","0,83","-1,86","0,23","0,32","-0,06","-0,16","29,012","14,5469","4,3309","6,4774","18,0887","10,7489","8,4223","4,7012","3,6716"
Salvador (BA),julho 2017,"0,24","0,98","-0,85","-0,34","0,67","0,35","0,4","0,19","-0,18","28,9993","14,7591","4,33","6,5364","17,7664","10,7821","8,4559","4,7023","3,6685"
Salvador (BA),agosto 2017,"-0,09","-1,28","-0,54","0,9","0,32","0,09","0,45","0,31",0,"28,9691","14,8517","4,2781","6,4917","17,824","10,7819","8,4599","4,6947","3,649"
Salvador (BA),setembro 2017,"-1,09","1,15","0,22","0,19","1,27","0,69","0,42","0,07","0,63","28,9615","14,6701","4,2575","6,5542","17,8919","10,7982","8,5033","4,712","3,6513"
Salvador (BA),outubro 2017,"0,36","1,39","-0,9",0,"0,61","0,22","0,36","0,02","0,6","28,5776","14,803","4,2566","6,5509","18,0763","10,847","8,519","4,7042","3,6654"
Salvador (BA),novembro 2017,"-1,53","0,46","-0,31","0,59","0,06","0,31","0,44","0,01","0,05","28,5499","14,9399","4,199","6,5212","18,1033","10,8212","8,511","4,6838","3,6707"
Salvador (BA),dezembro 2017,"-0,1","-1,06","0,25","1,19","0,68","0,36","0,35","0,25","-0,24","28,1856","15,0474","4,1969","6,5768","18,1613","10,8831","8,5704","4,6966","3,682"
Salvador (BA),janeiro 2018,"1,08","-1,55","0,46","-0,51","1,37","0,06","0,21","0,14","0,22","28,1307","14,8737","4,2031","6,6488","18,2673","10,9115","8,5916","4,7038","3,6696"
Salvador (BA),fevereiro 2018,"-0,36","0,36","-0,59","-0,34","2,41","0,21","-0,14","4,03","0,05","28,3354","14,5924","4,2079","6,5919","18,4534","10,8805","8,5796","4,6942","3,6648"
Salvador (BA),março 2018,"-0,89","0,2","-0,27","-0,78","-0,57","0,93","-0,06","0,53","-0,14","28,0779","14,5651","4,1603","6,5338","18,7952","10,8437","8,5206","4,8569","3,6466"
Salvador (BA),abril 2018,"0,69","0,7","1,06","0,15","-0,66","0,88","0,21","0,23","-0,18","27,9049","14,6338","4,1603","6,5005","18,7395","10,9748","8,5389","4,896","3,6514"
Salvador (BA),maio 2018,"0,68","2,97","0,62","0,37",2,"0,38","0,22","0,08","0,04","28,0013","14,685","4,19","6,4876","18,5526","11,0335","8,5274","4,8903","3,6323"
Salvador (BA),junho 2018,"1,43","2,65","0,18","-0,02","-0,01","0,49","0,21","-0,22","-0,04","27,8805","14,9548","4,1696","6,4398","18,7154","10,9536","8,4524","4,8402","3,5937"
Salvador (BA),julho 2018,"-0,78","1,27","0,45","-0,09","1,08","0,16","0,26","0,26","-0,03","28,0392","15,2202","4,1416","6,3837","18,554","10,9135","8,3981","4,7882","3,5615"
Salvador (BA),agosto 2018,"-1,01","0,03","1,5","0,92","-0,91","0,01","0,39","0,3","0,11","27,7541","15,3768","4,1503","6,363","18,7103","10,9047","8,3996","4,7894","3,552"
Salvador (BA),setembro 2018,"0,16","0,26","0,59","0,16","1,04","0,16","0,34",0,"-0,19","27,5497","15,4231","4,224","6,4388","18,5915","10,9352","8,4551","4,817","3,5655"
Salvador (BA),outubro 2018,"0,65","-0,14","0,64","0,45","0,88","0,59","0,16","0,12","0,06","27,4964","15,4088","4,2338","6,4265","18,7193","10,9145","8,4542","4,8003","3,5461"
Salvador (BA),novembro 2018,"1,05","-0,92","0,76","-1,33","-1,55","-1,14","0,25","-0,18","-0,07","27,5477","15,3159","4,2415","6,4256","18,797","10,9281","8,4285","4,7838","3,5319"
Salvador (BA),dezembro 2018,"2,07","-0,49","-0,27","1,49","-0,64","0,58","0,28","0,22","-0,01","27,9226","15,2227","4,2869","6,36","18,564","10,8371","8,4763","4,7901","3,5404"
Salvador (BA),janeiro 2019,"0,66","0,31","0,55","-1,41","0,86","0,11","0,31","0,07","0,21","28,3416","15,0628","4,2514","6,4185","18,3407","10,839","8,4523","4,7734","3,5203"
Salvador (BA),fevereiro 2019,"-0,04","0,37","-0,01","-0,41","-0,39","0,06","0,04","4,66","-0,06","28,4227","15,0539","4,2589","6,3044","18,4292","10,8103","8,4468","4,7593","3,5144"
Salvador (BA),março 2019,"1,56","0,49","-0,23","0,37","0,83","0,55","0,43","-0,08","-0,26","28,3623","15,0833","4,2512","6,2674","18,3251","10,7974","8,4351","4,9722","3,5061"
Salvador (BA),abril 2019,"1,56","0,46","0,04","-0,46","0,77","1,64","0,27",0,"0,03","28,5863","15,0424","4,2091","6,2427","18,3374","10,774","8,4074","4,9303","3,4704"
Salvador (BA),maio 2019,"-1,09","1,64","-0,27","1,21","0,65","0,12","-0,11","-0,12","-0,03","28,793","14,988","4,1763","6,1627","18,326","10,8606","8,3607","4,89","3,4428"
Salvador (BA),junho 2019,"-0,43","-0,43","-0,1","-0,22","0,38","0,89","0,43","0,24","-0,06","28,4473","15,2171","4,1605","6,2305","18,4243","10,8614","8,3421","4,8789","3,4379"
Salvador (BA),julho 2019,"0,22","1,08","-0,08","-1,14","-1,64","-0,56","0,48","0,09","0,7","28,322","15,1503","4,1562","6,2163","18,4936","10,9577","8,3776","4,8904","3,4358"
Salvador (BA),agosto 2019,"-0,73","-0,25","-0,4","0,83","1,55","-0,45","-0,03","0,4","0,03","28,4259","15,3358","4,1589","6,1544","18,216","10,9122","8,4301","4,9016","3,4649"
Salvador (BA),setembro 2019,"-0,63","0,76","-0,06","0,48","0,35","0,98","0,22","-0,13","-0,16","28,2069","15,291","4,1408","6,2029","18,4916","10,859","8,4241","4,9192","3,4644"
Salvador (BA),outubro 2019,"-0,24","0,39","1,13","0,14","-0,06","0,49","-0,08","0,08","-0,11","27,9893","15,3855","4,1323","6,2237","18,5293","10,9493","8,4306","4,9059","3,454"
Salvador (BA),novembro 2019,"0,32","0,27","-0,79","0,52","-0,25","0,19","1,53","-0,12",0,"27,8974","15,4325","4,1754","6,2273","18,5032","10,9937","8,4171","4,9059","3,4475"
Salvador (BA),dezembro 2019,"3,8","-0,92","-0,79","-0,45","1,35","0,49","1,01",0,"0,5","27,923","15,4386","4,1329","6,2458","18,4153","10,9894","8,5262","4,889","3,4397"
Belo Horizonte (MG),janeiro 2012,"0,97","0,52","-0,47","0,27","1,35","0,15","0,64","0,26","0,17","20,8404","15,2827","5,4319","6,8392","20,6097","10,8586","10,9285","4,2381","4,9709"
Belo Horizonte (MG),fevereiro 2012,"0,51","0,72","0,06","-0,33","-0,31","0,34","1,2","6,94","-0,06","20,9056","15,2617","5,3709","6,8128","20,7513","10,8033","10,9264","4,2213","4,9468"
Belo Horizonte (MG),março 2012,"0,24","0,12","0,31","-0,52","0,32","0,64","1,98","0,21","-0,33","20,8883","15,281","5,3424","6,7504","20,5648","10,7771","10,9933","4,4878","4,9149"
Belo Horizonte (MG),abril 2012,"0,04","1,02","0,01","0,57","0,26","0,71","1,91","-0,02","0,1","20,8556","15,2398","5,3377","6,6886","20,5488","10,8031","11,167","4,4797","4,8796"
Belo Horizonte (MG),maio 2012,"0,92","1,57","-0,37","1,06","-0,26","0,64","1,76","-0,02","-0,88","20,7493","15,3116","5,3088","6,6898","20,4905","10,8202","11,3175","4,4543","4,8579"
Belo Horizonte (MG),junho 2012,"-0,06","0,78","0,73","0,52","-1,24","0,21","0,99","0,16",0,"20,8044","15,4508","5,2547","6,7165","20,3051","10,8185","11,4416","4,4246","4,7838"
Belo Horizonte (MG),julho 2012,"0,89","0,66","0,17","0,78","-0,64","0,45","0,87","0,17","0,1","20,7777","15,5598","5,289","6,7466","20,0382","10,8331","11,5466","4,4286","4,7803"
Belo Horizonte (MG),agosto 2012,"0,95","0,23","-0,16","1,16","0,15","0,39","-0,37","0,57","0,14","20,8826","15,6029","5,2779","6,7734","19,8345","10,8402","11,6027","4,4191","4,7666"
Belo Horizonte (MG),setembro 2012,"1,45","0,76","0,68","1,04","-0,61","0,33","1,64","0,15","0,26","21,0042","15,5811","5,2505","6,827","19,7925","10,8431","11,5179","4,428","4,7556"
Belo Horizonte (MG),outubro 2012,"1,33","0,14","-0,62","1,05","0,81","0,44","-0,87","0,02","0,4","21,1713","15,5985","5,2519","6,8534","19,5434","10,8082","11,6306","4,4058","4,7369"
Belo Horizonte (MG),novembro 2012,"0,94","0,51","0,5","1,97","-0,03","0,38","0,48","0,16","0,49","21,3528","15,5478","5,1949","6,893","19,6109","10,8053","11,4754","4,3862","4,7337"
Belo Horizonte (MG),dezembro 2012,"0,76","0,24","-0,27","1,38","0,45","0,46","0,91","0,07","-0,09","21,4324","15,5393","5,1917","6,9893","19,4959","10,7859","11,4665","4,3686","4,7306"
Belo Horizonte (MG),janeiro 2013,"1,68","0,07","0,97","-0,85","0,74","0,43","1,51","0,24","-0,04","21,4824","15,4957","5,1508","7,0492","19,4816","10,7794","11,5102","4,3488","4,7019"
Belo Horizonte (MG),fevereiro 2013,"1,65","-2,37","0,2","0,53","1,57","0,67","1,04","6,69","0,18","21,685","15,393","5,163","6,9381","19,482","10,7469","11,5988","4,3273","4,6659"
Belo Horizonte (MG),março 2013,"1,6","0,77","0,45","0,54","-0,35","0,24","1,13","0,08","0,18","21,8603","14,9033","5,1303","6,9168","19,623","10,7295","11,6226","4,5786","4,6357"
Belo Horizonte (MG),abril 2013,"0,92","0,79","0,31","0,81","0,06","0,91","1,37",0,"-0,36","22,0726","14,9244","5,1213","6,911","19,4324","10,6886","11,6806","4,5539","4,6151"
Belo Horizonte (MG),maio 2013,"0,19","1,52","0,41","1,31","-0,19","0,95","0,15","0,26","-0,22","22,1325","14,9465","5,1045","6,9225","19,3185","10,7173","11,7646","4,5246","4,569"
Belo Horizonte (MG),junho 2013,"-0,09","0,65","-0,29","0,05","-0,07","0,69","0,29","0,2","0,59","22,0708","15,1038","5,1016","6,9809","19,193","10,7685","11,7281","4,5152","4,538"
Belo Horizonte (MG),julho 2013,"-0,45","0,3","0,26","-0,08","-0,61","0,42","0,96","0,25","0,9","22,0078","15,1727","5,0765","6,9707","19,1411","10,821","11,7388","4,5153","4,556"
Belo Horizonte (MG),agosto 2013,"-0,64","0,41","1,36","-0,26","-0,46","0,43","0,4","0,44","0,05","21,8995","15,2105","5,0873","6,9622","19,0145","10,8612","11,8453","4,5247","4,5947"
Belo Horizonte (MG),setembro 2013,"0,17","0,5","1,07","0,17","-0,1","0,62","0,63","0,28","-0,24","21,7581","15,2727","5,1562","6,9443","18,9265","10,9082","11,8924","4,5445","4,5971"
Belo Horizonte (MG),outubro 2013,"0,93","0,51","0,84","0,92","-0,16","0,34","0,2",0,"0,14","21,7292","15,302","5,1954","6,935","18,8496","10,9427","11,9306","4,5436","4,572"
Belo Horizonte (MG),novembro 2013,"0,76","0,56","0,86","0,79","-0,1","0,52","1,04","0,02","0,39","21,8382","15,3151","5,2171","6,9695","18,7402","10,9333","11,9036","4,5242","4,5589"
Belo Horizonte (MG),dezembro 2013,"0,87","0,43","1,02","0,87","1,32","0,46","0,78","0,12","0,8","21,8885","15,3193","5,2341","6,9876","18,6218","10,9317","11,9634","4,501","4,5527"
Belo Horizonte (MG),janeiro 2014,"0,86","0,52","0,15","0,56","0,33","0,71","1,51","0,35","0,03","21,9034","15,2624","5,2455","6,9923","18,7173","10,8951","11,961","4,4705","4,5526"
Belo Horizonte (MG),fevereiro 2014,"1,1","0,55","0,47","0,53","-0,48","0,53","0,51","7,15","-0,05","21,9484","15,2427","5,2195","6,9858","18,6571","10,9013","12,0633","4,4572","4,5247"
Belo Horizonte (MG),março 2014,"1,58","0,26","1,63",0,"0,84","0,66","0,77","0,5","-0,79","22,0278","15,2155","5,2058","6,9716","18,433","10,8793","12,0362","4,7413","4,4896"
Belo Horizonte (MG),abril 2014,"0,71","2,33","-0,46","0,96","0,36","0,57","0,59","-0,1","0,11","22,2025","15,1375","5,2494","6,9179","18,4443","10,8659","12,0346","4,7282","4,4197"
Belo Horizonte (MG),maio 2014,"0,31","1,58","0,33","1,17","0,32","0,73","0,89","0,26","0,07","22,1942","15,3742","5,1863","6,9321","18,372","10,8466","12,0151","4,6881","4,3915"
Belo Horizonte (MG),junho 2014,"-0,04","0,46","1,05","0,17","0,17","0,31","1,82","0,01","0,05","22,1151","15,5129","5,1686","6,9663","18,3082","10,8532","12,0415","4,669","4,3652"
Belo Horizonte (MG),julho 2014,"-0,07","0,34","0,64","0,22","-0,46","0,59","-0,29","-0,01",0,"22,0151","15,5198","5,2014","6,9491","18,2632","10,8422","12,2097","4,6502","4,3492"
Belo Horizonte (MG),agosto 2014,"-0,16","-0,27","0,94","-0,48","-0,02","0,51","-0,25","0,22","0,21","21,9924","15,5675","5,2332","6,9623","18,1746","10,9026","12,1713","4,6481","4,3479"
